Age;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999
221;5.343;5.845;6.162;6.337;6.618;6.815;7.119;7.725;8.39;8.772;9.042;9.46;9.742;10.302;11.346
222;5.351;5.853;6.17;6.346;6.627;6.825;7.128;7.736;8.401;8.784;9.055;9.473;9.756;10.316;11.362
223;5.358;5.861;6.178;6.354;6.636;6.834;7.138;7.746;8.412;8.796;9.067;9.485;9.769;10.33;11.377
224;5.366;5.869;6.187;6.363;6.645;6.843;7.147;7.756;8.423;8.807;9.079;9.498;9.782;10.344;11.393
225;5.373;5.877;6.195;6.371;6.653;6.852;7.157;7.766;8.434;8.819;9.091;9.511;9.795;10.358;11.409
226;5.38;5.885;6.203;6.38;6.662;6.861;7.166;7.777;8.446;8.831;9.103;9.523;9.808;10.372;11.425
227;5.387;5.893;6.211;6.388;6.671;6.87;7.175;7.787;8.457;8.842;9.115;9.536;9.821;10.386;11.44
228;5.395;5.9;6.22;6.396;6.68;6.879;7.185;7.797;8.468;8.854;9.127;9.548;9.834;10.4;11.456
229;5.402;5.908;6.228;6.405;6.688;6.888;7.194;7.807;8.478;8.865;9.138;9.561;9.847;10.413;11.471
230;5.409;5.916;6.236;6.413;6.697;6.896;7.203;7.817;8.489;8.877;9.15;9.573;9.86;10.427;11.487
231;5.416;5.924;6.244;6.421;6.706;6.905;7.213;7.827;8.5;8.888;9.162;9.586;9.873;10.441;11.502
232;5.424;5.931;6.252;6.43;6.714;6.914;7.222;7.837;8.511;8.9;9.174;9.598;9.885;10.454;11.518
233;5.431;5.939;6.26;6.438;6.723;6.923;7.231;7.847;8.522;8.911;9.186;9.61;9.898;10.468;11.533
234;5.438;5.947;6.268;6.446;6.731;6.932;7.24;7.857;8.533;8.922;9.197;9.623;9.911;10.482;11.548
235;5.445;5.954;6.276;6.454;6.74;6.94;7.249;7.866;8.543;8.933;9.209;9.635;9.924;10.495;11.564
236;5.452;5.962;6.284;6.462;6.748;6.949;7.258;7.876;8.554;8.945;9.22;9.647;9.936;10.509;11.579
237;5.459;5.969;6.292;6.47;6.757;6.958;7.267;7.886;8.565;8.956;9.232;9.659;9.949;10.522;11.594
238;5.466;5.977;6.299;6.478;6.765;6.966;7.276;7.896;8.575;8.967;9.244;9.672;9.961;10.536;11.609
239;5.473;5.984;6.307;6.486;6.773;6.975;7.285;7.905;8.586;8.978;9.255;9.684;9.974;10.549;11.624
240;5.48;5.992;6.315;6.494;6.782;6.983;7.294;7.915;8.596;8.989;9.267;9.696;9.986;10.562;11.639
241;5.487;5.999;6.323;6.502;6.79;6.992;7.303;7.925;8.607;9;9.278;9.708;9.999;10.576;11.654
242;5.493;6.007;6.331;6.51;6.798;7;7.312;7.934;8.617;9.011;9.289;9.72;10.011;10.589;11.669
243;5.5;6.014;6.338;6.518;6.806;7.009;7.321;7.944;8.628;9.022;9.301;9.732;10.023;10.602;11.684
244;5.507;6.021;6.346;6.526;6.814;7.017;7.329;7.953;8.638;9.033;9.312;9.743;10.036;10.615;11.699
245;5.514;6.029;6.354;6.534;6.823;7.026;7.338;7.963;8.649;9.044;9.323;9.755;10.048;10.628;11.713
246;5.521;6.036;6.361;6.542;6.831;7.034;7.347;7.972;8.659;9.055;9.335;9.767;10.06;10.642;11.728
247;5.528;6.043;6.369;6.55;6.839;7.042;7.356;7.982;8.669;9.066;9.346;9.779;10.073;10.655;11.743
248;5.534;6.05;6.377;6.557;6.847;7.051;7.364;7.991;8.68;9.076;9.357;9.791;10.085;10.667;11.758
249;5.541;6.058;6.384;6.565;6.855;7.059;7.373;8.001;8.69;9.087;9.368;9.803;10.097;10.681;11.772
250;5.548;6.065;6.392;6.573;6.863;7.067;7.381;8.01;8.7;9.098;9.379;9.814;10.109;10.693;11.787
251;5.554;6.072;6.399;6.58;6.871;7.075;7.39;8.019;8.71;9.109;9.39;9.826;10.121;10.706;11.801
252;5.561;6.079;6.407;6.588;6.879;7.084;7.398;8.029;8.72;9.119;9.401;9.837;10.133;10.719;11.816
253;5.567;6.086;6.414;6.596;6.887;7.092;7.407;8.038;8.73;9.13;9.412;9.849;10.145;10.732;11.831
254;5.574;6.093;6.421;6.603;6.895;7.1;7.416;8.047;8.741;9.14;9.423;9.861;10.157;10.745;11.845
255;5.581;6.1;6.429;6.611;6.903;7.108;7.424;8.056;8.751;9.151;9.434;9.872;10.169;10.758;11.859
256;5.587;6.107;6.436;6.618;6.911;7.116;7.432;8.066;8.761;9.162;9.445;9.884;10.181;10.77;11.874
257;5.594;6.114;6.444;6.626;6.919;7.124;7.441;8.075;8.771;9.172;9.456;9.895;10.193;10.783;11.888
258;5.6;6.121;6.451;6.633;6.926;7.132;7.449;8.084;8.78;9.182;9.467;9.906;10.204;10.796;11.903
259;5.606;6.128;6.458;6.641;6.934;7.14;7.458;8.093;8.79;9.193;9.477;9.918;10.216;10.808;11.917
260;5.613;6.135;6.465;6.648;6.942;7.148;7.466;8.102;8.8;9.203;9.488;9.929;10.228;10.821;11.931
261;5.619;6.142;6.473;6.656;6.95;7.156;7.474;8.111;8.81;9.214;9.499;9.941;10.24;10.834;11.945
262;5.626;6.149;6.48;6.663;6.957;7.164;7.483;8.12;8.82;9.224;9.51;9.952;10.251;10.846;11.959
263;5.632;6.156;6.487;6.671;6.965;7.172;7.491;8.129;8.83;9.234;9.52;9.963;10.263;10.858;11.973
264;5.638;6.163;6.494;6.678;6.973;7.18;7.499;8.138;8.84;9.245;9.531;9.974;10.275;10.871;11.988
265;5.645;6.17;6.502;6.685;6.98;7.188;7.507;8.147;8.849;9.255;9.542;9.985;10.286;10.883;12.001
266;5.651;6.176;6.509;6.693;6.988;7.196;7.515;8.156;8.859;9.265;9.552;9.997;10.298;10.896;12.016
267;5.657;6.183;6.516;6.7;6.996;7.203;7.524;8.165;8.869;9.275;9.563;10.008;10.309;10.908;12.03
268;5.664;6.19;6.523;6.707;7.003;7.211;7.532;8.173;8.878;9.285;9.573;10.019;10.321;10.92;12.043
269;5.67;6.197;6.53;6.715;7.011;7.219;7.54;8.182;8.888;9.296;9.584;10.03;10.332;10.933;12.057
270;5.676;6.203;6.537;6.722;7.018;7.227;7.548;8.191;8.898;9.306;9.594;10.041;10.344;10.945;12.071
271;5.682;6.21;6.544;6.729;7.026;7.235;7.556;8.2;8.907;9.316;9.605;10.052;10.355;10.957;12.085
272;5.689;6.217;6.551;6.736;7.033;7.242;7.564;8.209;8.917;9.326;9.615;10.063;10.367;10.969;12.099
273;5.695;6.224;6.558;6.743;7.041;7.25;7.572;8.217;8.926;9.336;9.626;10.074;10.378;10.982;12.113
274;5.701;6.23;6.565;6.75;7.048;7.258;7.58;8.226;8.936;9.346;9.636;10.085;10.389;10.994;12.127
275;5.707;6.237;6.572;6.758;7.056;7.265;7.588;8.235;8.945;9.356;9.646;10.096;10.401;11.006;12.14
276;5.713;6.243;6.579;6.765;7.063;7.273;7.596;8.243;8.955;9.366;9.656;10.107;10.412;11.018;12.154
277;5.719;6.25;6.586;6.772;7.07;7.28;7.604;8.252;8.964;9.376;9.667;10.118;10.423;11.03;12.168
278;5.725;6.257;6.593;6.779;7.078;7.288;7.612;8.261;8.974;9.386;9.677;10.128;10.434;11.042;12.181
279;5.732;6.263;6.599;6.786;7.085;7.296;7.62;8.269;8.983;9.395;9.687;10.139;10.445;11.054;12.194
280;5.738;6.27;6.606;6.793;7.092;7.303;7.628;8.278;8.992;9.405;9.697;10.15;10.457;11.066;12.208
281;5.744;6.276;6.613;6.8;7.1;7.311;7.635;8.286;9.002;9.415;9.708;10.161;10.468;11.078;12.222
282;5.75;6.283;6.62;6.807;7.107;7.318;7.643;8.295;9.011;9.425;9.718;10.171;10.479;11.09;12.235
283;5.756;6.289;6.627;6.814;7.114;7.325;7.651;8.303;9.02;9.435;9.728;10.182;10.49;11.102;12.249
284;5.762;6.296;6.634;6.821;7.122;7.333;7.659;8.312;9.03;9.445;9.738;10.193;10.501;11.113;12.262
285;5.768;6.302;6.64;6.828;7.129;7.34;7.667;8.32;9.039;9.454;9.748;10.203;10.512;11.125;12.276
286;5.774;6.308;6.647;6.835;7.136;7.348;7.674;8.329;9.048;9.464;9.758;10.214;10.523;11.137;12.289
287;5.779;6.315;6.654;6.842;7.143;7.355;7.682;8.337;9.057;9.474;9.768;10.225;10.534;11.149;12.302
288;5.785;6.321;6.66;6.849;7.15;7.363;7.69;8.345;9.067;9.483;9.778;10.235;10.545;11.16;12.315
289;5.791;6.328;6.667;6.855;7.157;7.37;7.697;8.354;9.076;9.493;9.788;10.246;10.556;11.172;12.329
290;5.797;6.334;6.674;6.862;7.165;7.377;7.705;8.362;9.085;9.503;9.798;10.256;10.567;11.184;12.342
291;5.803;6.34;6.68;6.869;7.172;7.385;7.713;8.37;9.094;9.512;9.808;10.267;10.578;11.196;12.355
292;5.809;6.347;6.687;6.876;7.179;7.392;7.72;8.379;9.103;9.522;9.818;10.277;10.589;11.207;12.369
293;5.815;6.353;6.694;6.883;7.186;7.399;7.728;8.387;9.112;9.531;9.828;10.287;10.599;11.219;12.381
294;5.821;6.359;6.7;6.889;7.193;7.407;7.736;8.395;9.121;9.541;9.838;10.298;10.61;11.23;12.395
295;5.827;6.366;6.707;6.896;7.2;7.414;7.743;8.404;9.13;9.55;9.848;10.308;10.621;11.242;12.408
296;5.832;6.372;6.713;6.903;7.207;7.421;7.751;8.412;9.139;9.56;9.858;10.319;10.632;11.254;12.421
297;5.838;6.378;6.72;6.91;7.214;7.428;7.758;8.42;9.148;9.569;9.867;10.329;10.643;11.265;12.434
298;5.844;6.384;6.727;6.916;7.221;7.435;7.766;8.428;9.157;9.579;9.877;10.34;10.653;11.277;12.447
299;5.85;6.391;6.733;6.923;7.228;7.443;7.773;8.436;9.166;9.588;9.887;10.35;10.664;11.288;12.46
300;5.855;6.397;6.74;6.93;7.235;7.45;7.781;8.445;9.175;9.598;9.897;10.36;10.675;11.299;12.473
301;5.861;6.403;6.746;6.936;7.242;7.457;7.788;8.453;9.184;9.607;9.906;10.37;10.685;11.311;12.486
302;5.867;6.409;6.753;6.943;7.249;7.464;7.796;8.461;9.193;9.616;9.916;10.381;10.696;11.322;12.499
303;5.872;6.415;6.759;6.95;7.256;7.471;7.803;8.469;9.202;9.626;9.926;10.391;10.706;11.334;12.512
304;5.878;6.422;6.766;6.956;7.263;7.478;7.811;8.477;9.211;9.635;9.935;10.401;10.717;11.345;12.525
305;5.884;6.428;6.772;6.963;7.27;7.485;7.818;8.485;9.22;9.644;9.945;10.411;10.728;11.356;12.537
306;5.89;6.434;6.778;6.97;7.277;7.493;7.825;8.493;9.228;9.654;9.955;10.421;10.738;11.368;12.55
307;5.895;6.44;6.785;6.976;7.283;7.5;7.833;8.501;9.237;9.663;9.964;10.432;10.749;11.379;12.563
308;5.901;6.446;6.791;6.983;7.29;7.507;7.84;8.509;9.246;9.672;9.974;10.442;10.759;11.39;12.576
309;5.907;6.452;6.798;6.989;7.297;7.514;7.848;8.517;9.255;9.682;9.984;10.452;10.77;11.402;12.589
310;5.912;6.458;6.804;6.996;7.304;7.521;7.855;8.525;9.264;9.691;9.993;10.462;10.78;11.413;12.601
311;5.918;6.464;6.81;7.003;7.311;7.528;7.862;8.533;9.272;9.7;10.003;10.472;10.791;11.424;12.614
312;5.923;6.47;6.817;7.009;7.318;7.535;7.869;8.541;9.281;9.709;10.012;10.482;10.801;11.435;12.627
313;5.929;6.476;6.823;7.016;7.324;7.542;7.877;8.549;9.29;9.718;10.022;10.492;10.811;11.446;12.64
314;5.935;6.482;6.829;7.022;7.331;7.549;7.884;8.557;9.298;9.727;10.031;10.502;10.822;11.457;12.652
315;5.94;6.489;6.836;7.029;7.338;7.556;7.891;8.565;9.307;9.737;10.041;10.512;10.832;11.469;12.665
316;5.946;6.495;6.842;7.035;7.345;7.563;7.899;8.573;9.316;9.746;10.05;10.522;10.843;11.48;12.677
317;5.951;6.501;6.848;7.041;7.351;7.57;7.906;8.581;9.325;9.755;10.06;10.532;10.853;11.491;12.69
318;5.957;6.507;6.855;7.048;7.358;7.577;7.913;8.589;9.333;9.764;10.069;10.542;10.863;11.502;12.703
319;5.962;6.512;6.861;7.054;7.365;7.583;7.92;8.597;9.342;9.773;10.078;10.552;10.874;11.513;12.715
320;5.968;6.519;6.867;7.061;7.372;7.59;7.928;8.604;9.35;9.782;10.088;10.562;10.884;11.524;12.728
321;5.974;6.525;6.874;7.067;7.378;7.597;7.935;8.612;9.359;9.791;10.097;10.572;10.894;11.535;12.74
322;5.979;6.53;6.88;7.074;7.385;7.604;7.942;8.62;9.368;9.8;10.106;10.582;10.904;11.546;12.753
323;5.985;6.536;6.886;7.08;7.392;7.611;7.949;8.628;9.376;9.809;10.116;10.592;10.915;11.557;12.765
324;5.99;6.542;6.892;7.086;7.398;7.618;7.956;8.636;9.385;9.818;10.125;10.601;10.925;11.568;12.778
325;5.996;6.548;6.899;7.093;7.405;7.625;7.964;8.644;9.393;9.827;10.134;10.611;10.935;11.579;12.79
326;6.001;6.554;6.905;7.099;7.412;7.631;7.971;8.651;9.402;9.836;10.144;10.621;10.945;11.59;12.802
327;6.007;6.56;6.911;7.106;7.418;7.638;7.978;8.659;9.41;9.845;10.153;10.631;10.955;11.601;12.815
328;6.012;6.566;6.917;7.112;7.425;7.645;7.985;8.667;9.419;9.854;10.162;10.64;10.965;11.611;12.827
329;6.017;6.572;6.923;7.118;7.431;7.652;7.992;8.675;9.427;9.863;10.172;10.65;10.976;11.622;12.84
330;6.023;6.578;6.929;7.125;7.438;7.659;7.999;8.682;9.436;9.872;10.181;10.66;10.986;11.633;12.852
331;6.028;6.584;6.935;7.131;7.445;7.665;8.006;8.69;9.444;9.881;10.19;10.67;10.996;11.644;12.864
332;6.034;6.589;6.942;7.137;7.451;7.672;8.013;8.698;9.452;9.89;10.199;10.679;11.006;11.655;12.876
333;6.039;6.595;6.948;7.143;7.458;7.679;8.02;8.705;9.461;9.898;10.208;10.689;11.016;11.666;12.889
334;6.045;6.601;6.954;7.15;7.464;7.686;8.027;8.713;9.469;9.907;10.217;10.699;11.026;11.676;12.901
335;6.05;6.607;6.96;7.156;7.471;7.693;8.034;8.721;9.478;9.916;10.227;10.709;11.036;11.687;12.913
336;6.055;6.613;6.966;7.162;7.477;7.699;8.041;8.728;9.486;9.925;10.236;10.718;11.046;11.698;12.925
337;6.061;6.619;6.972;7.169;7.484;7.706;8.048;8.736;9.495;9.934;10.245;10.728;11.056;11.709;12.938
338;6.066;6.624;6.978;7.175;7.49;7.713;8.055;8.744;9.503;9.943;10.254;10.737;11.066;11.719;12.95
339;6.071;6.63;6.984;7.181;7.497;7.719;8.062;8.751;9.511;9.951;10.263;10.747;11.076;11.73;12.962
340;6.077;6.636;6.99;7.187;7.503;7.726;8.069;8.759;9.52;9.96;10.272;10.757;11.086;11.741;12.974
341;6.082;6.642;6.996;7.193;7.51;7.733;8.076;8.766;9.528;9.969;10.281;10.766;11.096;11.751;12.986
342;6.087;6.648;7.003;7.2;7.516;7.739;8.083;8.774;9.536;9.978;10.29;10.776;11.106;11.762;12.998
343;6.093;6.653;7.009;7.206;7.523;7.746;8.09;8.782;9.544;9.986;10.299;10.785;11.116;11.773;13.01
344;6.098;6.659;7.015;7.212;7.529;7.753;8.097;8.789;9.553;9.995;10.309;10.795;11.126;11.783;13.022
345;6.104;6.665;7.021;7.218;7.536;7.759;8.104;8.797;9.561;10.004;10.318;10.805;11.135;11.794;13.034
346;6.109;6.671;7.027;7.225;7.542;7.766;8.111;8.804;9.569;10.013;10.327;10.814;11.145;11.804;13.046
347;6.114;6.676;7.033;7.231;7.549;7.773;8.118;8.812;9.578;10.021;10.336;10.824;11.155;11.815;13.058
348;6.12;6.682;7.039;7.237;7.555;7.779;8.125;8.819;9.586;10.03;10.345;10.833;11.165;11.826;13.07
349;6.125;6.688;7.045;7.243;7.562;7.786;8.132;8.827;9.594;10.039;10.354;10.842;11.175;11.836;13.082
350;6.13;6.693;7.051;7.249;7.568;7.792;8.139;8.834;9.602;10.047;10.363;10.852;11.185;11.847;13.094
351;6.135;6.699;7.057;7.255;7.574;7.799;8.146;8.842;9.611;10.056;10.372;10.862;11.195;11.857;13.106
352;6.141;6.705;7.063;7.262;7.581;7.806;8.153;8.85;9.619;10.065;10.381;10.871;11.204;11.868;13.118
353;6.146;6.711;7.069;7.268;7.587;7.812;8.159;8.857;9.627;10.073;10.389;10.88;11.214;11.878;13.13
354;6.151;6.716;7.075;7.274;7.594;7.819;8.166;8.864;9.635;10.082;10.398;10.89;11.224;11.889;13.142
355;6.156;6.722;7.081;7.28;7.6;7.825;8.173;8.872;9.643;10.09;10.407;10.899;11.234;11.899;13.154
356;6.162;6.728;7.087;7.286;7.606;7.832;8.18;8.879;9.652;10.099;10.416;10.909;11.243;11.91;13.166
357;6.167;6.733;7.093;7.292;7.613;7.839;8.187;8.887;9.66;10.108;10.425;10.918;11.253;11.92;13.177
358;6.172;6.739;7.099;7.298;7.619;7.845;8.194;8.894;9.668;10.116;10.434;10.927;11.263;11.931;13.189
359;6.177;6.745;7.105;7.304;7.625;7.852;8.201;8.902;9.676;10.125;10.443;10.937;11.273;11.941;13.201
360;6.183;6.751;7.111;7.311;7.632;7.858;8.207;8.909;9.684;10.133;10.452;10.946;11.282;11.951;13.213
361;6.188;6.756;7.116;7.317;7.638;7.865;8.214;8.917;9.692;10.142;10.461;10.956;11.292;11.962;13.225
362;6.193;6.762;7.122;7.323;7.644;7.871;8.221;8.924;9.7;10.151;10.47;10.965;11.302;11.972;13.237
363;6.198;6.767;7.128;7.329;7.651;7.878;8.228;8.931;9.709;10.159;10.478;10.974;11.311;11.982;13.248
364;6.204;6.773;7.134;7.335;7.657;7.884;8.235;8.939;9.717;10.168;10.487;10.984;11.321;11.993;13.26
365;6.209;6.779;7.14;7.341;7.663;7.891;8.241;8.946;9.725;10.176;10.496;10.993;11.331;12.003;13.272
366;6.214;6.784;7.146;7.347;7.67;7.897;8.248;8.954;9.733;10.185;10.505;11.002;11.34;12.014;13.284
367;6.219;6.79;7.152;7.353;7.676;7.904;8.255;8.961;9.741;10.193;10.514;11.012;11.35;12.024;13.295
368;6.224;6.796;7.158;7.359;7.682;7.91;8.262;8.968;9.749;10.202;10.522;11.021;11.36;12.034;13.307
369;6.23;6.801;7.164;7.365;7.689;7.917;8.268;8.976;9.757;10.21;10.531;11.03;11.369;12.045;13.319
370;6.235;6.807;7.17;7.371;7.695;7.923;8.275;8.983;9.765;10.218;10.54;11.039;11.379;12.055;13.33
371;6.24;6.812;7.175;7.377;7.701;7.93;8.282;8.99;9.773;10.227;10.549;11.048;11.388;12.065;13.342
372;6.245;6.818;7.181;7.383;7.708;7.936;8.289;8.998;9.781;10.236;10.558;11.058;11.398;12.076;13.354
373;6.25;6.824;7.187;7.389;7.714;7.943;8.296;9.005;9.789;10.244;10.566;11.067;11.407;12.086;13.365
374;6.255;6.829;7.193;7.395;7.72;7.949;8.302;9.013;9.797;10.252;10.575;11.076;11.417;12.096;13.377
375;6.261;6.835;7.199;7.401;7.726;7.956;8.309;9.02;9.805;10.261;10.584;11.085;11.427;12.106;13.388
376;6.266;6.84;7.205;7.407;7.733;7.962;8.316;9.027;9.813;10.269;10.593;11.095;11.436;12.116;13.4
377;6.271;6.846;7.211;7.413;7.739;7.968;8.322;9.034;9.821;10.278;10.601;11.104;11.446;12.126;13.411
378;6.276;6.851;7.216;7.419;7.745;7.975;8.329;9.042;9.829;10.286;10.61;11.113;11.455;12.137;13.423
379;6.281;6.857;7.222;7.425;7.751;7.981;8.336;9.049;9.837;10.294;10.619;11.122;11.465;12.147;13.435
380;6.286;6.863;7.228;7.431;7.758;7.988;8.343;9.056;9.845;10.303;10.627;11.131;11.474;12.157;13.446
381;6.292;6.868;7.234;7.437;7.764;7.994;8.349;9.064;9.853;10.311;10.636;11.14;11.484;12.167;13.458
382;6.297;6.874;7.24;7.443;7.77;8;8.356;9.071;9.861;10.32;10.645;11.15;11.493;12.178;13.469
383;6.302;6.879;7.246;7.449;7.776;8.007;8.363;9.078;9.869;10.328;10.653;11.159;11.503;12.188;13.481
384;6.307;6.885;7.251;7.455;7.782;8.013;8.369;9.085;9.877;10.336;10.662;11.168;11.512;12.198;13.492
385;6.312;6.89;7.257;7.461;7.789;8.02;8.376;9.093;9.885;10.345;10.671;11.177;11.522;12.208;13.504
386;6.317;6.896;7.263;7.467;7.795;8.026;8.383;9.1;9.893;10.353;10.679;11.186;11.531;12.218;13.515
387;6.322;6.901;7.269;7.473;7.801;8.032;8.389;9.107;9.901;10.361;10.688;11.195;11.54;12.228;13.527
388;6.328;6.907;7.275;7.479;7.807;8.039;8.396;9.114;9.909;10.37;10.697;11.204;11.55;12.238;13.538
389;6.333;6.913;7.28;7.485;7.814;8.045;8.403;9.122;9.917;10.378;10.705;11.213;11.559;12.248;13.55
390;6.338;6.918;7.286;7.491;7.82;8.052;8.409;9.129;9.925;10.386;10.714;11.223;11.569;12.259;13.561
391;6.343;6.924;7.292;7.497;7.826;8.058;8.416;9.136;9.932;10.395;10.722;11.232;11.578;12.268;13.572
392;6.348;6.929;7.298;7.503;7.832;8.064;8.423;9.143;9.94;10.403;10.731;11.241;11.588;12.279;13.584
393;6.353;6.935;7.304;7.509;7.838;8.071;8.429;9.151;9.948;10.411;10.74;11.25;11.597;12.289;13.595
394;6.358;6.94;7.309;7.515;7.844;8.077;8.436;9.158;9.956;10.419;10.748;11.259;11.606;12.299;13.606
395;6.363;6.946;7.315;7.52;7.851;8.083;8.442;9.165;9.964;10.428;10.757;11.268;11.616;12.309;13.618
396;6.368;6.951;7.321;7.526;7.857;8.09;8.449;9.172;9.972;10.436;10.765;11.277;11.625;12.319;13.629
397;6.373;6.957;7.327;7.532;7.863;8.096;8.456;9.179;9.98;10.444;10.774;11.286;11.634;12.329;13.641
398;6.379;6.962;7.332;7.538;7.869;8.102;8.462;9.187;9.988;10.453;10.782;11.295;11.644;12.339;13.652
399;6.384;6.968;7.338;7.544;7.875;8.109;8.469;9.194;9.996;10.461;10.791;11.304;11.653;12.349;13.664
400;6.389;6.973;7.344;7.55;7.881;8.115;8.475;9.201;10.003;10.469;10.8;11.313;11.662;12.359;13.675
401;6.394;6.979;7.35;7.556;7.888;8.121;8.482;9.208;10.011;10.477;10.808;11.322;11.672;12.369;13.686
402;6.399;6.984;7.355;7.562;7.894;8.128;8.489;9.215;10.019;10.486;10.817;11.331;11.681;12.379;13.697
403;6.404;6.99;7.361;7.568;7.9;8.134;8.495;9.223;10.027;10.494;10.825;11.34;11.69;12.389;13.708
404;6.409;6.995;7.367;7.574;7.906;8.14;8.502;9.23;10.035;10.502;10.834;11.349;11.7;12.399;13.72
405;6.414;7;7.373;7.58;7.912;8.147;8.509;9.237;10.043;10.51;10.842;11.358;11.709;12.409;13.731
406;6.419;7.006;7.378;7.585;7.918;8.153;8.515;9.244;10.05;10.518;10.851;11.367;11.718;12.418;13.742
407;6.424;7.011;7.384;7.591;7.924;8.159;8.522;9.251;10.058;10.527;10.859;11.376;11.728;12.429;13.754
408;6.429;7.017;7.39;7.597;7.93;8.165;8.528;9.258;10.066;10.535;10.868;11.385;11.737;12.438;13.765
409;6.434;7.022;7.396;7.603;7.937;8.172;8.535;9.265;10.074;10.543;10.876;11.394;11.746;12.448;13.776
410;6.439;7.028;7.401;7.609;7.943;8.178;8.541;9.273;10.082;10.551;10.885;11.403;11.755;12.458;13.787
411;6.444;7.033;7.407;7.615;7.949;8.184;8.548;9.28;10.089;10.559;10.893;11.412;11.765;12.468;13.798
412;6.45;7.039;7.413;7.621;7.955;8.191;8.554;9.287;10.097;10.568;10.901;11.42;11.774;12.478;13.809
413;6.455;7.044;7.418;7.626;7.961;8.197;8.561;9.294;10.105;10.576;10.91;11.43;11.783;12.488;13.821
414;6.46;7.05;7.424;7.632;7.967;8.203;8.568;9.301;10.113;10.584;10.919;11.438;11.792;12.498;13.832
415;6.465;7.055;7.43;7.638;7.973;8.209;8.574;9.308;10.12;10.592;10.927;11.447;11.801;12.508;13.843
416;6.47;7.06;7.435;7.644;7.979;8.216;8.581;9.315;10.128;10.6;10.935;11.456;11.811;12.518;13.854
417;6.475;7.066;7.441;7.65;7.985;8.222;8.587;9.322;10.136;10.608;10.944;11.465;11.82;12.527;13.865
418;6.48;7.071;7.447;7.656;7.992;8.228;8.594;9.329;10.144;10.617;10.952;11.474;11.829;12.537;13.876
419;6.485;7.077;7.453;7.662;7.998;8.234;8.6;9.337;10.152;10.625;10.961;11.483;11.838;12.547;13.888
420;6.49;7.082;7.458;7.667;8.004;8.241;8.607;9.344;10.159;10.633;10.969;11.492;11.848;12.557;13.899
421;6.495;7.088;7.464;7.673;8.01;8.247;8.613;9.351;10.167;10.641;10.978;11.501;11.857;12.567;13.91
422;6.5;7.093;7.47;7.679;8.016;8.253;8.62;9.358;10.175;10.649;10.986;11.509;11.866;12.577;13.921
423;6.505;7.098;7.475;7.685;8.022;8.26;8.626;9.365;10.183;10.657;10.994;11.518;11.875;12.587;13.932
424;6.51;7.104;7.481;7.691;8.028;8.266;8.633;9.372;10.19;10.665;11.003;11.527;11.884;12.596;13.943
425;6.515;7.109;7.487;7.697;8.034;8.272;8.639;9.379;10.198;10.674;11.011;11.536;11.893;12.606;13.954
426;6.52;7.115;7.492;7.702;8.04;8.278;8.646;9.386;10.206;10.682;11.02;11.545;11.903;12.616;13.965
427;6.525;7.12;7.498;7.708;8.046;8.284;8.652;9.393;10.213;10.69;11.028;11.554;11.912;12.626;13.977
428;6.53;7.126;7.504;7.714;8.052;8.291;8.659;9.4;10.221;10.698;11.036;11.563;11.921;12.635;13.987
429;6.535;7.131;7.51;7.72;8.058;8.297;8.665;9.407;10.229;10.706;11.045;11.571;11.93;12.645;13.998
430;6.54;7.136;7.515;7.726;8.064;8.303;8.672;9.414;10.237;10.714;11.053;11.58;11.939;12.655;14.01
431;6.545;7.142;7.521;7.732;8.07;8.309;8.678;9.421;10.244;10.722;11.062;11.589;11.948;12.665;14.021
432;6.55;7.147;7.527;7.737;8.076;8.316;8.685;9.429;10.252;10.73;11.07;11.598;11.957;12.675;14.032
433;6.555;7.153;7.532;7.743;8.083;8.322;8.691;9.436;10.26;10.738;11.078;11.607;11.966;12.684;14.042
434;6.56;7.158;7.538;7.749;8.089;8.328;8.698;9.443;10.267;10.746;11.087;11.615;11.976;12.694;14.053
435;6.565;7.163;7.543;7.755;8.095;8.334;8.704;9.45;10.275;10.755;11.095;11.624;11.985;12.704;14.065
436;6.57;7.169;7.549;7.761;8.101;8.341;8.711;9.457;10.283;10.763;11.103;11.633;11.994;12.714;14.076
437;6.575;7.174;7.555;7.766;8.107;8.347;8.717;9.464;10.29;10.771;11.112;11.642;12.003;12.723;14.086
438;6.58;7.18;7.56;7.772;8.113;8.353;8.724;9.471;10.298;10.779;11.12;11.651;12.012;12.733;14.097
439;6.585;7.185;7.566;7.778;8.119;8.359;8.73;9.478;10.306;10.787;11.128;11.659;12.021;12.743;14.108
440;6.59;7.19;7.572;7.784;8.125;8.365;8.737;9.485;10.313;10.795;11.137;11.668;12.03;12.753;14.12
441;6.595;7.196;7.577;7.79;8.131;8.372;8.743;9.492;10.321;10.803;11.145;11.677;12.039;12.762;14.13
442;6.6;7.201;7.583;7.795;8.137;8.378;8.75;9.499;10.329;10.811;11.153;11.686;12.048;12.772;14.141
443;6.605;7.207;7.589;7.801;8.143;8.384;8.756;9.506;10.336;10.819;11.162;11.694;12.057;12.781;14.152
444;6.61;7.212;7.594;7.807;8.149;8.39;8.763;9.513;10.344;10.827;11.17;11.703;12.066;12.791;14.163
445;6.615;7.217;7.6;7.813;8.155;8.396;8.769;9.52;10.352;10.835;11.178;11.712;12.076;12.801;14.174
